station,ap1,rssi1,ocu1,con1,dis1,pow1,ap2,rssi2,ocu2,con2,dis2,pow2,ap3,rssi3,ocu3,con3,dis3,pow3,ap4,rssi4,ocu4,con4,dis4,pow4,associatedTo
sta9,1,-72.0,46.6666666667,0.0317,31.68,100,1,-72.0,72.2222222222,0.0393,39.34,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0527,52.65,100,1
sta10,1,-73.0,60.0,0.0342,34.22,880,1,-72.0,72.2222222222,0.0385,38.49,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0525,52.53,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0320,31.96,880,1,-72.0,40.0,0.0311,31.11,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0415,41.49,960,1,-66.0,61.1111111111,0.0243,24.32,960,1,-75.0,53.3333333333,0.0393,39.32,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,46.6666666667,0.0426,42.61,880,1,-71.0,72.2222222222,0.0352,35.18,880,1,-75.0,53.3333333333,0.0380,38.04,880,1,-77.0,45.0,0.0550,54.95,880,1
sta14,1,-54.0,46.6666666667,0.0082,8.16,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-55.0,46.6666666667,0.0092,9.17,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,40.0,0.0174,17.4,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-62.0,40.0,0.0145,14.48,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-68.0,35.0,0.0276,27.61,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-75.0,72.2222222222,0.0464,46.42,880,1,-75.0,53.3333333333,0.0374,37.4,880,1,-74.0,35.0,0.0444,44.43,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-42.0,61.1111111111,0.0038,3.84,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0425,42.48,880,1,-51.0,61.1111111111,0.0078,7.8,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0375,37.45,100,1,-64.0,61.1111111111,0.0208,20.75,100,1,-77.0,53.3333333333,0.0448,44.84,100,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0186,18.58,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0443,44.32,880,1,-63.0,40.0,0.0156,15.6,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0180,17.98,960,1,-74.0,53.3333333333,0.0354,35.39,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,60.0,0.0293,29.34,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0447,44.72,100,4
sta6,1,-75.0,60.0,0.0405,40.47,100,1,-73.0,72.2222222222,0.0408,40.81,100,1,-76.0,53.3333333333,0.0424,42.4,100,1,-75.0,35.0,0.0492,49.21,100,4
sta7,1,-75.0,60.0,0.0420,42.01,960,1,-73.0,72.2222222222,0.0403,40.28,960,1,-76.0,53.3333333333,0.0406,40.58,960,1,-75.0,35.0,0.0497,49.74,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0419,41.93,880,1,-71.0,40.0,0.0292,29.18,880,1,-76.0,45.0,0.0516,51.56,880,3
sta9,1,-72.0,46.6666666667,0.0335,33.45,100,1,-73.0,72.2222222222,0.0402,40.18,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0512,51.21,100,1
sta10,1,-73.0,60.0,0.0360,35.97,880,1,-72.0,72.2222222222,0.0394,39.44,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0512,51.16,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0331,33.11,880,1,-73.0,40.0,0.0324,32.37,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0402,40.2,960,1,-65.0,61.1111111111,0.0231,23.1,960,1,-76.0,53.3333333333,0.0410,40.98,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,46.6666666667,0.0416,41.63,880,1,-71.0,72.2222222222,0.0366,36.62,880,1,-75.0,53.3333333333,0.0395,39.46,880,1,-76.0,45.0,0.0534,53.41,880,1
sta14,1,-53.0,46.6666666667,0.0077,7.74,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-54.0,46.6666666667,0.0083,8.29,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,40.0,0.0157,15.67,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-61.0,40.0,0.0130,13.02,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-67.0,35.0,0.0259,25.93,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0450,45.05,880,1,-75.0,53.3333333333,0.0383,38.28,880,1,-74.0,35.0,0.0454,45.44,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-34.0,61.1111111111,0.0020,2.01,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0429,42.92,880,1,-50.0,61.1111111111,0.0071,7.08,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-74.0,60.0,0.0371,37.07,100,1,-64.0,61.1111111111,0.0209,20.93,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0191,19.13,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0439,43.92,880,1,-64.0,40.0,0.0160,15.98,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0176,17.56,960,1,-74.0,53.3333333333,0.0360,36.01,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,60.0,0.0295,29.5,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0448,44.84,100,4
sta6,1,-75.0,60.0,0.0403,40.26,100,1,-73.0,72.2222222222,0.0400,40.01,100,1,-76.0,53.3333333333,0.0422,42.2,100,1,-75.0,35.0,0.0500,50.01,100,4
sta7,1,-75.0,60.0,0.0423,42.3,960,1,-73.0,72.2222222222,0.0405,40.49,960,1,-76.0,53.3333333333,0.0404,40.4,960,1,-75.0,35.0,0.0495,49.53,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0418,41.78,880,1,-72.0,40.0,0.0297,29.69,880,1,-76.0,45.0,0.0514,51.43,880,3
sta9,1,-73.0,46.6666666667,0.0352,35.23,100,1,-73.0,72.2222222222,0.0411,41.1,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0498,49.81,100,1
sta10,1,-74.0,60.0,0.0377,37.73,880,1,-73.0,72.2222222222,0.0405,40.47,880,1,-77.0,53.3333333333,0.0449,44.9,880,1,-75.0,35.0,0.0498,49.84,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0316,31.61,880,1,-73.0,40.0,0.0338,33.81,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0415,41.49,960,1,-66.0,61.1111111111,0.0243,24.32,960,1,-75.0,53.3333333333,0.0393,39.32,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-76.0,46.6666666667,0.0433,43.31,880,1,-72.0,72.2222222222,0.0379,37.89,880,1,-75.0,53.3333333333,0.0382,38.2,880,1,-76.0,45.0,0.0523,52.26,880,1
sta14,1,-53.0,46.6666666667,0.0078,7.78,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-57.0,46.6666666667,0.0101,10.1,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,40.0,0.0149,14.89,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-60.0,40.0,0.0117,11.7,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0250,25.03,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0437,43.7,880,1,-74.0,53.3333333333,0.0366,36.6,880,1,-75.0,35.0,0.0471,47.07,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-34.0,61.1111111111,0.0021,2.12,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,60.0,0.0411,41.06,880,1,-53.0,61.1111111111,0.0089,8.95,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-73.0,60.0,0.0367,36.7,100,1,-64.0,61.1111111111,0.0211,21.13,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-63.0,61.1111111111,0.0197,19.68,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0435,43.52,880,1,-64.0,40.0,0.0164,16.37,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-62.0,61.1111111111,0.0172,17.17,960,1,-74.0,53.3333333333,0.0366,36.64,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,60.0,0.0297,29.67,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0450,44.96,100,4
sta6,1,-75.0,60.0,0.0401,40.07,100,1,-72.0,72.2222222222,0.0392,39.21,100,1,-76.0,53.3333333333,0.0420,42.02,100,1,-76.0,35.0,0.0508,50.81,100,4
sta7,1,-75.0,60.0,0.0426,42.58,960,1,-73.0,72.2222222222,0.0407,40.71,960,1,-76.0,53.3333333333,0.0402,40.23,960,1,-75.0,35.0,0.0493,49.33,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0416,41.62,880,1,-72.0,40.0,0.0302,30.19,880,1,-76.0,45.0,0.0513,51.31,880,3
sta9,1,-72.0,46.6666666667,0.0335,33.45,100,1,-73.0,72.2222222222,0.0402,40.18,100,0,-100.0,100.0,1.0,100,1000,1,-76.0,45.0,0.0512,51.21,100,1
sta10,1,-73.0,60.0,0.0360,35.97,880,1,-72.0,72.2222222222,0.0394,39.44,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0512,51.16,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0331,33.11,880,1,-73.0,40.0,0.0324,32.37,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,60.0,0.0402,40.2,960,1,-65.0,61.1111111111,0.0231,23.1,960,1,-76.0,53.3333333333,0.0410,40.98,960,0,-100.0,100.0,1.0,100,1000,2
sta13,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0392,39.21,880,1,-75.0,46.6666666667,0.0370,37.01,880,1,-76.0,45.0,0.0512,51.16,880,3
sta14,1,-56.0,40.0,0.0097,9.69,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-56.0,40.0,0.0097,9.69,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-61.0,46.6666666667,0.0131,13.11,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-58.0,46.6666666667,0.0103,10.31,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-67.0,35.0,0.0268,26.78,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0424,42.4,880,1,-74.0,60.0,0.0350,34.95,880,1,-75.0,35.0,0.0487,48.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-26.0,61.1111111111,0.0011,1.08,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,53.3333333333,0.0406,40.61,880,1,-54.0,61.1111111111,0.0095,9.53,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-73.0,53.3333333333,0.0363,36.32,100,1,-64.0,61.1111111111,0.0213,21.34,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0202,20.23,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-74.0,72.2222222222,0.0431,43.13,880,1,-64.0,46.6666666667,0.0168,16.78,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0168,16.8,960,1,-75.0,60.0,0.0373,37.26,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,53.3333333333,0.0299,29.85,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0451,45.1,100,4
sta6,1,-75.0,53.3333333333,0.0399,39.89,100,1,-72.0,72.2222222222,0.0384,38.41,100,1,-76.0,60.0,0.0419,41.85,100,1,-76.0,35.0,0.0516,51.61,100,4
sta7,1,-75.0,53.3333333333,0.0429,42.87,960,1,-73.0,72.2222222222,0.0409,40.93,960,1,-76.0,60.0,0.0400,40.05,960,1,-75.0,35.0,0.0491,49.12,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0415,41.48,880,1,-72.0,46.6666666667,0.0307,30.69,880,1,-76.0,45.0,0.0512,51.19,880,3
sta9,1,-73.0,40.0,0.0352,35.23,100,1,-73.0,72.2222222222,0.0411,41.1,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0498,49.81,100,1
sta10,1,-73.0,53.3333333333,0.0352,35.23,880,1,-73.0,72.2222222222,0.0411,41.1,880,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0498,49.81,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0316,31.61,880,1,-73.0,46.6666666667,0.0338,33.81,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,53.3333333333,0.0415,41.49,960,1,-66.0,61.1111111111,0.0243,24.32,960,1,-75.0,60.0,0.0393,39.32,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-76.0,53.3333333333,0.0442,44.17,880,1,-73.0,72.2222222222,0.0406,40.6,880,1,-75.0,46.6666666667,0.0386,38.56,880,1,-75.0,45.0,0.0496,49.58,880,3
sta14,1,-58.0,40.0,0.0116,11.6,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-58.0,40.0,0.0116,11.6,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-62.0,46.6666666667,0.0140,13.99,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-60.0,46.6666666667,0.0117,11.7,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0250,25.03,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0410,40.98,880,1,-74.0,60.0,0.0360,36.0,880,1,-75.0,35.0,0.0497,49.72,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-34.0,61.1111111111,0.0021,2.12,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,53.3333333333,0.0402,40.24,880,1,-55.0,61.1111111111,0.0104,10.44,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-73.0,53.3333333333,0.0360,35.95,100,1,-65.0,61.1111111111,0.0216,21.57,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0208,20.78,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0428,42.76,880,1,-65.0,46.6666666667,0.0172,17.2,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0165,16.46,960,1,-75.0,60.0,0.0379,37.89,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,53.3333333333,0.0300,30.04,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0452,45.24,100,4
sta6,1,-74.0,53.3333333333,0.0397,39.73,100,1,-72.0,72.2222222222,0.0376,37.61,100,1,-76.0,60.0,0.0417,41.7,100,1,-76.0,35.0,0.0524,52.41,100,4
sta7,1,-76.0,53.3333333333,0.0431,43.14,960,1,-73.0,72.2222222222,0.0411,41.14,960,1,-76.0,60.0,0.0399,39.89,960,1,-75.0,35.0,0.0489,48.92,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0413,41.34,880,1,-72.0,46.6666666667,0.0312,31.21,880,1,-76.0,45.0,0.0511,51.08,880,3
sta9,1,-73.0,40.0,0.0346,34.59,100,1,-73.0,72.2222222222,0.0428,42.78,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0485,48.5,100,1
sta10,1,-73.0,53.3333333333,0.0360,35.97,880,1,-72.0,72.2222222222,0.0394,39.44,880,0,-100.0,100.0,1.0,100,1000,1,-76.0,35.0,0.0512,51.16,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-70.0,72.2222222222,0.0331,33.11,880,1,-73.0,46.6666666667,0.0324,32.37,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,53.3333333333,0.0428,42.84,960,1,-67.0,61.1111111111,0.0256,25.63,960,1,-75.0,60.0,0.0377,37.67,960,0,-100.0,100.0,1.0,100,1000,2
sta13,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0419,41.93,880,1,-75.0,46.6666666667,0.0375,37.47,880,1,-75.0,45.0,0.0485,48.5,880,3
sta14,1,-59.0,40.0,0.0119,11.94,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-58.0,40.0,0.0116,11.57,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,46.6666666667,0.0157,15.67,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-58.0,46.6666666667,0.0106,10.57,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-67.0,35.0,0.0268,26.78,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-72.0,72.2222222222,0.0396,39.61,880,1,-75.0,60.0,0.0371,37.11,880,1,-76.0,35.0,0.0508,50.77,880,4
sta22,0,-100.0,100.0,1.0,100,1000,1,-41.0,61.1111111111,0.0035,3.51,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-75.0,53.3333333333,0.0421,42.13,880,1,-53.0,61.1111111111,0.0089,8.88,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-73.0,53.3333333333,0.0356,35.57,100,1,-65.0,61.1111111111,0.0218,21.82,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-64.0,61.1111111111,0.0213,21.33,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0424,42.39,880,1,-65.0,46.6666666667,0.0176,17.63,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0161,16.15,960,1,-75.0,60.0,0.0385,38.51,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,53.3333333333,0.0302,30.25,100,1,-75.0,72.2222222222,0.0496,49.58,100,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0454,45.38,100,4
sta6,1,-74.0,53.3333333333,0.0396,39.59,100,1,-71.0,72.2222222222,0.0368,36.81,100,1,-76.0,60.0,0.0416,41.56,100,1,-76.0,35.0,0.0532,53.21,100,4
sta7,1,-76.0,53.3333333333,0.0434,43.43,960,1,-73.0,72.2222222222,0.0414,41.37,960,1,-75.0,60.0,0.0397,39.72,960,1,-75.0,35.0,0.0487,48.72,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0412,41.21,880,1,-73.0,46.6666666667,0.0317,31.72,880,1,-76.0,45.0,0.0510,50.97,880,3
sta9,1,-73.0,40.0,0.0364,36.42,100,1,-74.0,72.2222222222,0.0437,43.73,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,45.0,0.0471,47.1,100,1
sta10,1,-74.0,53.3333333333,0.0377,37.73,880,1,-73.0,72.2222222222,0.0405,40.47,880,1,-77.0,60.0,0.0449,44.9,880,1,-75.0,35.0,0.0498,49.84,880,4
sta11,0,-100.0,100.0,1.0,100,1000,1,-69.0,72.2222222222,0.0316,31.61,880,1,-73.0,46.6666666667,0.0338,33.81,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-76.0,53.3333333333,0.0442,44.22,960,1,-67.0,61.1111111111,0.0270,27.01,960,1,-74.0,60.0,0.0360,36.05,960,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-76.0,53.3333333333,0.0442,44.17,880,1,-73.0,72.2222222222,0.0406,40.6,880,1,-75.0,46.6666666667,0.0386,38.56,880,1,-75.0,45.0,0.0496,49.58,880,3
sta14,1,-59.0,40.0,0.0126,12.57,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-58.0,40.0,0.0116,11.6,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,46.6666666667,0.0174,17.4,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-56.0,46.6666666667,0.0090,9.0,100,0,-100.0,100.0,1.0,100,1000,3
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-68.0,35.0,0.0276,27.61,100,4
sta20,1,-76.0,53.3333333333,0.0434,43.38,880,1,-72.0,72.2222222222,0.0383,38.29,880,1,-75.0,60.0,0.0383,38.29,880,1,-76.0,35.0,0.0519,51.87,880,4
sta22,1,-76.0,53.3333333333,0.0448,44.78,880,1,-46.0,61.1111111111,0.0053,5.25,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta24,1,-76.0,53.3333333333,0.0440,44.03,880,1,-51.0,61.1111111111,0.0075,7.51,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta1,1,-73.0,53.3333333333,0.0352,35.21,100,1,-65.0,61.1111111111,0.0221,22.08,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,0,-100.0,100.0,1.0,100,1000,1,-65.0,61.1111111111,0.0219,21.87,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta3,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0420,42.04,880,1,-65.0,46.6666666667,0.0181,18.06,880,0,-100.0,100.0,1.0,100,1000,3
sta4,0,-100.0,100.0,1.0,100,1000,1,-61.0,61.1111111111,0.0159,15.88,960,1,-75.0,60.0,0.0391,39.12,960,0,-100.0,100.0,1.0,100,1000,2
sta5,1,-71.0,53.3333333333,0.0305,30.46,100,1,-75.0,72.2222222222,0.0491,49.13,100,0,-100.0,100.0,1.0,100,1000,1,-74.0,35.0,0.0455,45.53,100,4
sta6,1,-74.0,53.3333333333,0.0395,39.46,100,1,-71.0,72.2222222222,0.0360,36.01,100,1,-76.0,60.0,0.0414,41.44,100,1,-76.0,35.0,0.0540,54.01,100,4
sta7,1,-76.0,53.3333333333,0.0437,43.72,960,1,-73.0,72.2222222222,0.0416,41.59,960,1,-75.0,60.0,0.0395,39.55,960,1,-75.0,35.0,0.0485,48.52,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,72.2222222222,0.0411,41.08,880,1,-73.0,46.6666666667,0.0322,32.23,880,1,-76.0,45.0,0.0509,50.87,880,3
